crash_date,latitude,longitude,num_of_cyclist_injured
2023/03/31 00:00:00.000,40.72084,-74.00066,1
2023/04/01 00:00:00.000,40.82523,-73.94761,1
2023/04/01 00:00:00.000,40.85891,-73.922966,1
2023/04/01 00:00:00.000,40.718567,-73.9834,1
2023/04/01 00:00:00.000,40.72424,-74.00219,1
2023/04/02 00:00:00.000,40.844048,-73.94115,1
2023/04/04 00:00:00.000,40.73817,-73.97761,1
2023/04/04 00:00:00.000,40.801754,-73.93121,1
2023/04/04 00:00:00.000,40.722275,-73.98018,1
2023/04/04 00:00:00.000,40.811565,-73.942726,1
2023/04/04 00:00:00.000,40.75991,-73.95882,1
2023/04/04 00:00:00.000,40.798107,-73.944115,2
2023/04/05 00:00:00.000,40.827343,-73.94279,1
2023/04/05 00:00:00.000,40.79507,-73.93919,1
2023/04/05 00:00:00.000,40.745857,-73.98435,1
2023/04/06 00:00:00.000,40.750828,-73.98777,1
2023/04/06 00:00:00.000,40.796005,-73.93542,1
2023/04/06 00:00:00.000,40.72135,-74.00465,1
2023/04/07 00:00:00.000,40.732162,-73.99431,1
2023/04/07 00:00:00.000,40.80964,-73.947845,1
2023/04/07 00:00:00.000,40.844677,-73.93886,1
2023/04/08 00:00:00.000,40.73378,-73.98065,1
2023/04/08 00:00:00.000,40.74854,-73.97315,1
2023/04/08 00:00:00.000,40.747543,-73.97079,1
2023/04/08 00:00:00.000,40.80777,-73.94549,1
2023/04/09 00:00:00.000,40.793816,-73.94012,1
2023/04/09 00:00:00.000,40.71738,-73.99131,1
2023/04/10 00:00:00.000,40.717846,-73.99974,1
2023/04/10 00:00:00.000,40.790276,-73.9396,1
2023/04/10 00:00:00.000,40.721622000000004,-74.00221,1
2023/04/11 00:00:00.000,40.815544,-73.956924,1
2023/04/11 00:00:00.000,40.748188,-73.976135,1
2023/04/12 00:00:00.000,40.762383,-73.97229,1
2023/04/12 00:00:00.000,40.762074,-73.98628,1
2023/04/12 00:00:00.000,40.745556,-73.989395,1
2023/04/12 00:00:00.000,40.72171,-74.00436,1
2023/04/12 00:00:00.000,40.76172,-73.98281,1
2023/04/13 00:00:00.000,40.773872,-73.98223,1
2023/04/13 00:00:00.000,40.755756,-73.96479,1
2023/04/13 00:00:00.000,40.73675,-73.99543,1
2023/04/13 00:00:00.000,40.736256,-73.98282,1
2023/04/13 00:00:00.000,40.75578,-74.00199,1
2023/04/13 00:00:00.000,40.73986,-73.977745,1
2023/04/13 00:00:00.000,40.81569,-73.958305,1
2023/04/13 00:00:00.000,40.80066,-73.9544,1
2023/04/14 00:00:00.000,40.77954,-73.95978,1
2023/04/14 00:00:00.000,40.842922,-73.939224,1
2023/04/14 00:00:00.000,40.75898,-73.99595,1
2023/04/14 00:00:00.000,40.81151,-73.94649,1
2023/04/14 00:00:00.000,40.728176,-73.98486,1
2023/04/15 00:00:00.000,40.837906,-73.93835,1
2023/04/15 00:00:00.000,40.76843,-73.961555,1
2023/04/15 00:00:00.000,40.713715,-73.998024,1
2023/04/15 00:00:00.000,40.742588,-73.980415,1
2023/04/16 00:00:00.000,40.771305,-73.98004,1
2023/04/16 00:00:00.000,40.713627,-73.99527,1
2023/04/17 00:00:00.000,40.78588,-73.94884,1
2023/04/17 00:00:00.000,40.808125,-73.94634,1
2023/04/17 00:00:00.000,40.822933,-73.93813,1
2023/04/17 00:00:00.000,40.798546,-73.94165,1
2023/04/19 00:00:00.000,40.803627,-73.963394,1
2023/04/19 00:00:00.000,40.766712,-73.98289,1
2023/04/19 00:00:00.000,40.82223,-73.94982,1
2023/04/19 00:00:00.000,40.754707,-73.98676,1
2023/04/19 00:00:00.000,40.81847,-73.9414,1
2023/04/19 00:00:00.000,40.723034,-73.99492,1
2023/04/19 00:00:00.000,40.717175,-74.01288,1
2023/04/20 00:00:00.000,40.80202,-73.94969,1
2023/04/20 00:00:00.000,40.790367,-73.949776,1
2023/04/20 00:00:00.000,40.74608,-73.974945,1
2023/04/20 00:00:00.000,40.74206,-74.00209,1
2023/04/20 00:00:00.000,40.72267,-73.98297,1
2023/04/21 00:00:00.000,40.768646,-73.96983,1
2023/04/21 00:00:00.000,40.725193,-73.98705,1
2023/04/21 00:00:00.000,40.782055,-73.95373,1
2023/04/21 00:00:00.000,40.771385,-73.95648,1
2023/04/21 00:00:00.000,40.78452,-73.97948,1
2023/04/21 00:00:00.000,40.726635,-73.984955,1
2023/04/22 00:00:00.000,40.821144,-73.95753,1
2023/04/22 00:00:00.000,40.840195,-73.94307,1
2023/04/22 00:00:00.000,40.83435,-73.94469,1
2023/04/23 00:00:00.000,40.803116,-73.95633,1
2023/04/23 00:00:00.000,40.84322,-73.939186,1
2023/04/23 00:00:00.000,40.72224,-73.9863,1
2023/04/24 00:00:00.000,40.81636,-73.954094,1
2023/04/24 00:00:00.000,40.7441,-73.97637,1
2023/04/25 00:00:00.000,40.750957,-73.98273,1
2023/04/25 00:00:00.000,40.77402,-73.95457,1
2023/04/25 00:00:00.000,40.74087,-73.98799,1
2023/04/25 00:00:00.000,40.74453,-73.98888,1
2023/04/25 00:00:00.000,40.805153,-73.95112,1
2023/04/25 00:00:00.000,40.72547,-73.98396,1
2023/04/25 00:00:00.000,40.786827,-73.973015,1
2023/04/25 00:00:00.000,40.79335,-73.97274,1
2023/04/26 00:00:00.000,40.721474,-73.98383,1
2023/04/26 00:00:00.000,40.723698,-74.00792,1
2023/04/26 00:00:00.000,40.8166,-73.942764,1
2023/04/26 00:00:00.000,40.828346,-73.94906,1
2023/04/26 00:00:00.000,40.79486,-73.94649,1
2023/04/26 00:00:00.000,40.762234,-73.98987,1
2023/04/26 00:00:00.000,40.77364,-73.95986,1
2023/04/26 00:00:00.000,40.749825,-73.972206,1
2023/04/27 00:00:00.000,40.724575,-73.987495,1
2023/04/27 00:00:00.000,40.757065,-74.00106,1
2023/04/27 00:00:00.000,40.765984,-73.965454,1
2023/04/27 00:00:00.000,40.758427,-73.99264,1
2023/04/27 00:00:00.000,40.77656,-73.95271,1
2023/04/28 00:00:00.000,40.837906,-73.93835,1
2023/04/28 00:00:00.000,40.74291,-73.99281,1
2023/04/28 00:00:00.000,40.778793,-73.98206,1
2023/04/28 00:00:00.000,40.752262,-73.97547,1
2023/04/28 00:00:00.000,40.75034,-73.983185,1
2023/04/29 00:00:00.000,40.760227,-73.961525,1
2023/04/29 00:00:00.000,40.748512,-73.98872,1
2023/04/29 00:00:00.000,40.750217,-73.979065,1
2023/04/30 00:00:00.000,40.816025,-73.93947,1
2023/04/30 00:00:00.000,40.758022,-73.981804,1
2023/05/01 00:00:00.000,40.789307,-73.943405,1
2023/05/01 00:00:00.000,40.793606,-73.95161,1
2023/05/01 00:00:00.000,40.724236,-73.997795,1
2023/05/01 00:00:00.000,40.748077,-74.00508,1
2023/05/01 00:00:00.000,40.850906,-73.93829,1
2023/05/02 00:00:00.000,0,0,1
2023/05/02 00:00:00.000,40.819572,-73.95175,1
2023/05/02 00:00:00.000,40.726933,-73.99992,1
2023/05/02 00:00:00.000,40.72293,-73.98865,1
2023/05/02 00:00:00.000,40.704548,-74.0143,1
2023/05/03 00:00:00.000,40.77178,-73.9792,1
2023/05/03 00:00:00.000,40.7603,-73.99499,1
2023/05/03 00:00:00.000,40.760857,-73.961075,1
2023/05/03 00:00:00.000,40.73135,-73.98256,1
2023/05/04 00:00:00.000,40.741028,-73.99417,1
2023/05/04 00:00:00.000,40.825138,-73.9514,1
2023/05/04 00:00:00.000,40.744003,-73.99942,1
2023/05/05 00:00:00.000,40.746002,-73.99427,1
2023/05/05 00:00:00.000,40.75856,-73.983116,1
2023/05/05 00:00:00.000,40.727592,-73.999374,1
2023/05/06 00:00:00.000,40.72841,-73.98357,1
2023/05/06 00:00:00.000,40.775,-73.9631,1
2023/05/06 00:00:00.000,0,0,1
2023/05/06 00:00:00.000,40.740765,-73.99169,1
2023/05/06 00:00:00.000,40.83096,-73.94947,1
2023/05/06 00:00:00.000,40.78178,-73.98508,1
2023/05/07 00:00:00.000,40.73978,-73.97951,2
2023/05/07 00:00:00.000,40.78519,-73.94934,1
2023/05/07 00:00:00.000,40.758644,-73.981346,1
2023/05/07 00:00:00.000,40.811478,-73.950226,1
2023/05/07 00:00:00.000,40.80778,-73.95293,1
2023/05/07 00:00:00.000,40.725773,-74.00091,1
2023/05/07 00:00:00.000,40.76411,-73.9885,1
2023/05/07 00:00:00.000,40.76411,-73.9885,1
2023/05/08 00:00:00.000,40.76649,-73.95696,1
2023/05/08 00:00:00.000,40.776016,-73.98724,1
2023/05/09 00:00:00.000,40.816032,-73.95432,2
2023/05/09 00:00:00.000,40.752895,-73.98925,1
2023/05/09 00:00:00.000,40.785294,-73.969345,1
2023/05/09 00:00:00.000,40.79259,-73.95118,1
2023/05/10 00:00:00.000,40.788475,-73.96702,1
2023/05/10 00:00:00.000,40.733433,-73.9955,1
2023/05/10 00:00:00.000,40.7499,-73.99585,1
2023/05/10 00:00:00.000,40.75591,-73.99448,1
2023/05/10 00:00:00.000,40.823257,-73.94293,1
2023/05/10 00:00:00.000,40.761227,-73.96987,1
2023/05/11 00:00:00.000,40.710556,-73.99415,1
2023/05/11 00:00:00.000,40.72046,-73.98721,1
2023/05/11 00:00:00.000,40.814144,-73.95571,1
2023/05/11 00:00:00.000,40.74441,-73.972984,1
2023/05/11 00:00:00.000,40.719970000000004,-73.992905,1
2023/05/11 00:00:00.000,40.735714,-73.99295,1
2023/05/11 00:00:00.000,40.735302,-74.00494,1
2023/05/11 00:00:00.000,40.791466,-73.97411,1
2023/05/11 00:00:00.000,40.728634,-74.0001,1
2023/05/11 00:00:00.000,40.7606,-73.964325,1
2023/05/12 00:00:00.000,40.736164,-73.97891,1
2023/05/12 00:00:00.000,40.81048,-73.95466,1
2023/05/12 00:00:00.000,40.783844,-73.979996,1
2023/05/12 00:00:00.000,40.718143,-73.993835,1
2023/05/12 00:00:00.000,40.753975,-73.98604,1
2023/05/12 00:00:00.000,40.810276,-73.94738,1
2023/05/12 00:00:00.000,40.72343,-73.99288,1
2023/05/13 00:00:00.000,40.758224,-73.96607,1
2023/05/13 00:00:00.000,40.74544,-73.9754,1
2023/05/13 00:00:00.000,40.794308,-73.939285,1
2023/05/13 00:00:00.000,40.718792,-73.98902,1
2023/05/13 00:00:00.000,40.71415,-74.00341,1
2023/05/13 00:00:00.000,40.79546,-73.94604,1
2023/05/13 00:00:00.000,40.80098,-73.93178,1
2023/05/13 00:00:00.000,40.75525,-73.998665,1
2023/05/13 00:00:00.000,40.850773,-73.93543,1
2023/05/13 00:00:00.000,40.791557,-73.93866,1
2023/05/14 00:00:00.000,40.796112,-73.945564,1
2023/05/14 00:00:00.000,40.74026,-74.005875,1
2023/05/14 00:00:00.000,40.769115,-73.98856,1
2023/05/14 00:00:00.000,40.72504,-73.987175,1
2023/05/14 00:00:00.000,40.807545,-73.95681,1
2023/05/14 00:00:00.000,40.82289,-73.95574,1
2023/05/15 00:00:00.000,40.76136,-73.962234,1
2023/05/15 00:00:00.000,40.774452,-73.98361,1
2023/05/15 00:00:00.000,40.74568,-73.97213,2
2023/05/15 00:00:00.000,40.74854,-73.97315,1
2023/05/15 00:00:00.000,40.715157,-74.00212,1
2023/05/15 00:00:00.000,40.751823,-73.97577,1
2023/05/15 00:00:00.000,40.72543,-73.99678,1
2023/05/16 00:00:00.000,40.795456,-73.96564,1
2023/05/16 00:00:00.000,40.713646,-74.00361,1
2023/05/16 00:00:00.000,40.821636,-73.93909,1
2023/05/16 00:00:00.000,40.79668,-73.93492,1
2023/05/16 00:00:00.000,40.74284,-74.00028,1
2023/05/17 00:00:00.000,40.752808,-73.98933,1
2023/05/17 00:00:00.000,40.7494,-73.99178,1
2023/05/17 00:00:00.000,40.76275,-73.99692,1
2023/05/17 00:00:00.000,40.778282,-73.94837,1
2023/05/17 00:00:00.000,40.727287,-74.00064,1
2023/05/17 00:00:00.000,40.787003,-73.97552,1
2023/05/17 00:00:00.000,40.7491,-73.99201,1
2023/05/17 00:00:00.000,40.75132,-73.98245,1
2023/05/17 00:00:00.000,40.756226,-73.97952,1
2023/05/18 00:00:00.000,40.78268,-73.95327,1
2023/05/18 00:00:00.000,40.786674,-73.95033,1
2023/05/18 00:00:00.000,40.815018,-73.95648,1
2023/05/18 00:00:00.000,0,0,1
2023/05/18 00:00:00.000,40.714497,-74.01561,1
2023/05/18 00:00:00.000,40.871193,-73.9141,1
2023/05/19 00:00:00.000,40.715668,-73.97907,1
2023/05/19 00:00:00.000,40.724575,-73.987495,1
2023/05/19 00:00:00.000,40.728428,-73.990715,1
2023/05/19 00:00:00.000,40.719025,-73.98978,1
2023/05/19 00:00:00.000,40.804825,-73.966225,1
2023/05/19 00:00:00.000,40.80275,-73.93358,1
2023/05/19 00:00:00.000,40.7528,-73.979294,1
2023/05/20 00:00:00.000,40.71756,-73.991875,1
2023/05/20 00:00:00.000,40.732838,-74.00213,1
2023/05/20 00:00:00.000,40.783897,-73.97407,1
2023/05/21 00:00:00.000,40.817898,-73.938095,1
2023/05/21 00:00:00.000,40.793186,-73.94057,1
2023/05/21 00:00:00.000,40.76359,-73.98144,1
2023/05/21 00:00:00.000,40.741043,-73.98363,1
2023/05/21 00:00:00.000,40.766712,-73.98289,1
2023/05/22 00:00:00.000,40.861256,-73.925674,1
2023/05/22 00:00:00.000,40.81458,-73.94795,1
