crash_date,latitude,longitude,num_of_ped_injured
2023/03/19 00:00:00.000,40.815304,-73.94371,1
2023/03/20 00:00:00.000,40.843548,-73.936134,1
2023/03/20 00:00:00.000,40.716972,-73.99446,1
2023/03/20 00:00:00.000,40.709206,-73.99607,1
2023/03/21 00:00:00.000,40.74036,-73.97318,1
2023/03/21 00:00:00.000,40.846764,-73.933784,1
2023/03/21 00:00:00.000,40.81401,-73.94466,1
2023/03/22 00:00:00.000,40.798126,-73.94832,1
2023/03/22 00:00:00.000,40.75118,-73.99693,1
2023/03/22 00:00:00.000,40.85238,-73.9315,1
2023/03/23 00:00:00.000,40.76639,-73.98209,1
2023/03/23 00:00:00.000,40.79398,-73.97229,1
2023/03/23 00:00:00.000,40.841152,-73.942696,1
2023/03/23 00:00:00.000,40.798626,-73.93953,1
2023/03/23 00:00:00.000,40.7591,-73.99214,1
2023/03/23 00:00:00.000,40.759785,-73.976295,1
2023/03/24 00:00:00.000,40.835308,-73.94398,3
2023/03/24 00:00:00.000,40.8122,-73.94226,1
2023/03/24 00:00:00.000,40.766045,-73.983376,1
2023/03/25 00:00:00.000,40.771667,-73.9867,1
2023/03/25 00:00:00.000,40.82403,-73.94476,1
2023/03/25 00:00:00.000,40.792294,-73.941216,1
2023/03/25 00:00:00.000,40.764362,-73.96162,1
2023/03/25 00:00:00.000,40.7224,-73.99165,1
2023/03/25 00:00:00.000,40.714928,-74.00795,1
2023/03/26 00:00:00.000,40.84691,-73.93824,1
2023/03/26 00:00:00.000,40.80098,-73.93178,1
2023/03/26 00:00:00.000,40.760418,-73.97584,1
2023/03/26 00:00:00.000,40.74518,-73.982735,1
2023/03/27 00:00:00.000,40.807335,-73.9644,1
2023/03/27 00:00:00.000,40.72541,-74.00438,1
2023/03/27 00:00:00.000,40.77818,-73.95655,1
2023/03/27 00:00:00.000,40.7485,-73.974976,1
2023/03/27 00:00:00.000,40.713745,-73.98577,1
2023/03/27 00:00:00.000,40.756382,-73.96433,1
2023/03/28 00:00:00.000,40.791557,-73.93866,1
2023/03/28 00:00:00.000,0,0,1
2023/03/28 00:00:00.000,40.767242,-73.986206,1
2023/03/28 00:00:00.000,40.81722,-73.95228,1
2023/03/28 00:00:00.000,40.732925,-74.00007,1
2023/03/29 00:00:00.000,40.712307,-73.99437,1
2023/03/29 00:00:00.000,40.75979,-73.98793,1
2023/03/29 00:00:00.000,40.75594,-73.98333,1
2023/03/30 00:00:00.000,40.749825,-73.972206,1
2023/03/30 00:00:00.000,40.760056,-73.97884,1
2023/03/30 00:00:00.000,40.738045,-73.996346,1
2023/03/30 00:00:00.000,40.733433,-73.9955,1
2023/03/31 00:00:00.000,40.75671,-73.986465,1
2023/03/31 00:00:00.000,40.76669,-73.98075,1
2023/03/31 00:00:00.000,40.805218000000004,-73.94106,1
2023/03/31 00:00:00.000,40.807034,-73.939705,1
2023/03/31 00:00:00.000,40.746742,-73.97275,1
2023/03/31 00:00:00.000,40.76258,-74.0004,1
2023/04/01 00:00:00.000,40.747627,-73.976746,1
2023/04/01 00:00:00.000,40.844788,-73.93705,1
2023/04/01 00:00:00.000,40.83512,-73.94552,1
2023/04/01 00:00:00.000,40.719837,-74.005196,1
2023/04/02 00:00:00.000,40.718304,-73.987404,1
2023/04/02 00:00:00.000,40.742233,-73.9933,1
2023/04/02 00:00:00.000,40.755375,-73.98138,1
2023/04/02 00:00:00.000,40.76099,-73.99077,1
2023/04/03 00:00:00.000,40.756645,-73.998116,1
2023/04/03 00:00:00.000,40.75786,-73.9756,1
2023/04/04 00:00:00.000,0,0,1
2023/04/05 00:00:00.000,40.810093,-73.95309,1
2023/04/05 00:00:00.000,40.714745,-73.98261,1
2023/04/05 00:00:00.000,40.757145,-73.99357,1
2023/04/05 00:00:00.000,40.786377,-73.95058,1
2023/04/05 00:00:00.000,40.755806,-73.98641,1
2023/04/05 00:00:00.000,40.850166,-73.93576,1
2023/04/06 00:00:00.000,40.750763,-73.97445,1
2023/04/06 00:00:00.000,40.788994,-73.94656,1
2023/04/06 00:00:00.000,40.796005,-73.93542,1
2023/04/06 00:00:00.000,40.754128,-73.98834,1
2023/04/06 00:00:00.000,40.86159,-73.92475,1
2023/04/07 00:00:00.000,40.72266,-73.999115,1
2023/04/08 00:00:00.000,40.7485,-73.974976,1
2023/04/09 00:00:00.000,40.821636,-73.93909,1
2023/04/09 00:00:00.000,40.720623,-73.99498,1
2023/04/09 00:00:00.000,40.7547,-73.98751,2
2023/04/09 00:00:00.000,40.81467,-73.93622,1
2023/04/10 00:00:00.000,40.752457,-73.99413,1
2023/04/10 00:00:00.000,40.8453,-73.93827,1
2023/04/11 00:00:00.000,40.74775,-73.98086,1
2023/04/11 00:00:00.000,40.760822,-73.99832,1
2023/04/11 00:00:00.000,40.80641,-73.94227,1
2023/04/11 00:00:00.000,40.8037,-73.93582,1
2023/04/12 00:00:00.000,40.718555,-73.988205,1
2023/04/12 00:00:00.000,40.73273,-73.99382,1
2023/04/12 00:00:00.000,40.82725,-73.9387,1
2023/04/12 00:00:00.000,40.798622,-73.94163,1
2023/04/12 00:00:00.000,40.799305,-73.94324,1
2023/04/12 00:00:00.000,40.758755,-73.995346,1
2023/04/12 00:00:00.000,40.731594,-73.9948,1
2023/04/12 00:00:00.000,40.789734,-73.9661,1
2023/04/13 00:00:00.000,40.728176,-73.98486,1
2023/04/14 00:00:00.000,40.725193,-73.98705,1
2023/04/14 00:00:00.000,40.712463,-73.99241,1
2023/04/14 00:00:00.000,40.764732,-73.96637,1
2023/04/14 00:00:00.000,40.822166,-73.94242,1
2023/04/14 00:00:00.000,40.796597,-73.970375,1
2023/04/14 00:00:00.000,40.713947,-73.98354,1
2023/04/14 00:00:00.000,40.720318,-74.01218,1
2023/04/15 00:00:00.000,40.80777,-73.94549,1
2023/04/15 00:00:00.000,40.754684,-73.984245,1
2023/04/15 00:00:00.000,40.801285,-73.95394,1
2023/04/16 00:00:00.000,40.81851,-73.93765,1
2023/04/17 00:00:00.000,40.779804,-73.98448,1
2023/04/17 00:00:00.000,40.768436,-73.98906,1
2023/04/17 00:00:00.000,40.75734,-73.98602,1
2023/04/17 00:00:00.000,40.72075,-73.97817,1
2023/04/17 00:00:00.000,40.86177,-73.91848,1
2023/04/18 00:00:00.000,40.8162,-73.954216,1
2023/04/18 00:00:00.000,40.743565,-73.973015,1
2023/04/18 00:00:00.000,40.741623,-73.993744,1
2023/04/19 00:00:00.000,40.8272,-73.94245,1
2023/04/19 00:00:00.000,40.789948,-73.94293,2
2023/04/19 00:00:00.000,40.753513,-73.98879,1
2023/04/19 00:00:00.000,40.745857,-73.98435,4
2023/04/19 00:00:00.000,40.759983,-73.964806,1
2023/04/20 00:00:00.000,40.735832,-73.97914,1
2023/04/20 00:00:00.000,40.810764,-73.9526,1
2023/04/20 00:00:00.000,40.757637,-73.96342,1
2023/04/20 00:00:00.000,40.711533,-73.98063,1
2023/04/20 00:00:00.000,40.802204,-73.967804,1
2023/04/20 00:00:00.000,40.750988,-73.99063,1
2023/04/20 00:00:00.000,40.76479,-73.98429,1
2023/04/21 00:00:00.000,40.774868,-73.956894,1
2023/04/21 00:00:00.000,40.761395,-73.968185,1
2023/04/22 00:00:00.000,40.725082,-73.99534,1
2023/04/22 00:00:00.000,40.756058,-73.996765,1
2023/04/22 00:00:00.000,40.760155,-73.9988,1
2023/04/22 00:00:00.000,40.764168,-73.98474,1
2023/04/22 00:00:00.000,40.83406,-73.944885,1
2023/04/22 00:00:00.000,40.77622,-73.97596,1
2023/04/24 00:00:00.000,40.735107,-73.99147,1
2023/04/24 00:00:00.000,40.762486,-73.96298,1
2023/04/24 00:00:00.000,40.726933,-73.99992,1
2023/04/25 00:00:00.000,40.75927,-73.980896,1
2023/04/25 00:00:00.000,40.767185,-73.98997,1
2023/04/25 00:00:00.000,40.810062,-73.95497,1
2023/04/26 00:00:00.000,40.760536,-73.98465,1
2023/04/27 00:00:00.000,40.752853,-73.99299,1
2023/04/27 00:00:00.000,40.761486,-73.96061,1
2023/04/27 00:00:00.000,40.801857,-73.957245,1
2023/04/27 00:00:00.000,40.7551,-73.99445,1
2023/04/27 00:00:00.000,40.764683,-73.99179,1
2023/04/28 00:00:00.000,40.75603,-73.979034,1
2023/04/28 00:00:00.000,40.75578,-74.00199,1
2023/04/28 00:00:00.000,40.838497,-73.939835,1
2023/04/28 00:00:00.000,40.756573,-74.00384,1
2023/04/28 00:00:00.000,40.74775,-73.99074,1
2023/04/28 00:00:00.000,40.81339,-73.95627,1
2023/04/28 00:00:00.000,40.805737,-73.94065,1
2023/04/29 00:00:00.000,40.77719,-73.95225,1
