crash_date,latitude,longitude,num_of_motorist_injured
2023/03/16 00:00:00.000,40.788475,-73.96702,3
2023/03/16 00:00:00.000,40.712463,-73.99241,1
2023/03/16 00:00:00.000,40.720833,-73.997665,1
2023/03/16 00:00:00.000,40.84954,-73.93641,1
2023/03/16 00:00:00.000,40.81701,-73.9595,1
2023/03/16 00:00:00.000,40.817844,-73.94185,1
2023/03/16 00:00:00.000,40.71913,-73.976364,1
2023/03/16 00:00:00.000,40.75781,-73.97353,1
2023/03/16 00:00:00.000,40.84107,-73.93605,1
2023/03/16 00:00:00.000,40.72342,-74.003716,1
2023/03/16 00:00:00.000,40.77904,-73.9435,1
2023/03/16 00:00:00.000,40.798584,-73.93353,1
2023/03/16 00:00:00.000,40.813377,-73.96542,1
2023/03/16 00:00:00.000,40.726437,-74.00566,1
2023/03/17 00:00:00.000,40.78318,-73.94362,1
2023/03/17 00:00:00.000,40.703762,-74.00658,3
2023/03/17 00:00:00.000,40.84787,-73.93641,1
2023/03/17 00:00:00.000,40.86808,-73.93168,2
2023/03/17 00:00:00.000,40.846535,-73.932045,2
2023/03/18 00:00:00.000,40.760155,-73.9988,1
2023/03/18 00:00:00.000,40.71787,-73.997116,1
2023/03/18 00:00:00.000,40.75793,-73.98357,1
2023/03/18 00:00:00.000,40.847355,-73.93518,4
2023/03/18 00:00:00.000,40.838062,-73.94794,1
2023/03/19 00:00:00.000,40.714943,-73.976654,1
2023/03/19 00:00:00.000,40.722355,-73.99327,1
2023/03/19 00:00:00.000,40.793816,-73.94012,3
2023/03/19 00:00:00.000,40.799717,-73.92991,1
2023/03/19 00:00:00.000,40.761093,-73.98327,4
2023/03/19 00:00:00.000,40.74608,-73.974945,2
2023/03/19 00:00:00.000,40.717857,-73.99618,1
2023/03/20 00:00:00.000,40.721638,-74.011894,1
2023/03/20 00:00:00.000,40.74854,-73.97315,1
2023/03/20 00:00:00.000,40.797447,-73.94671,1
2023/03/20 00:00:00.000,40.803425,-73.933090000000007,2
2023/03/20 00:00:00.000,40.750217,-73.979065,1
2023/03/20 00:00:00.000,40.79676,-73.9451,2
2023/03/21 00:00:00.000,40.760757,-73.97558,1
2023/03/21 00:00:00.000,40.713253,-73.97759,2
2023/03/21 00:00:00.000,40.784718,-73.94819,1
2023/03/21 00:00:00.000,40.78503,-73.94058,1
2023/03/21 00:00:00.000,40.793743,-73.93706,1
2023/03/21 00:00:00.000,40.846764,-73.933784,1
2023/03/21 00:00:00.000,40.83037,-73.94015,1
2023/03/21 00:00:00.000,40.809338,-73.95922,1
2023/03/21 00:00:00.000,40.81977,-73.93673,1
2023/03/21 00:00:00.000,40.871655,-73.91123,1
2023/03/22 00:00:00.000,40.85715,-73.92741,1
2023/03/23 00:00:00.000,40.820293,-73.94378,1
2023/03/23 00:00:00.000,40.79085,-73.98152,3
2023/03/23 00:00:00.000,40.785027,-73.980675,2
2023/03/23 00:00:00.000,40.7795,-73.981636,1
